time;G_gt;P_gt;t_gt;CDPs;VBVs;IGVs;VSVs;N_gtu;n_kvd;t_knd;t_tnd;G_fact;G_ogr;ST8s
01.01.2022 3:30;10810.68164;4.48498;38.07344;7;15.8;61;91.4;40;10046;-7.6;849.5;7159;8386;23.3
01.01.2022 3:40;10821.41211;4.48498;38.07344;7.1;16.4;60.3;91.7;40;10057;-7.7;847.79999;7162;8398;23.3
01.01.2022 3:50;10812.4707;4.48498;38.07344;7.1;16.4;60.9;91.7;40;10057;-7.2;849.5;7158;8394;23.5
01.01.2022 4:00;10831.54492;4.48498;38.07344;7;16.3;60.9;91.2;40;10047;-7.4;849.5;7183;8390;23.5
01.01.2022 4:10;10811.27832;4.48498;38.07344;7.1;16.3;59.8;91.5;40;10059;-8.1;847.79999;7163;8415;23.5
01.01.2022 4:20;11015.14063;4.48498;38.07344;7;14.4;66.1;89.6;41.1;10030;-7.6;847.79999;7281;8530;23.3
01.01.2022 4:30;11021.10156;4.48498;38.07344;7;14.5;65.2;89.9;41.1;10040;-8.2;847.79999;7279;8551;23.3
01.01.2022 4:40;11042.56055;4.48498;38.07344;7;14.7;65.3;90.4;41.1;10042;-7.9;849.40002;7291;8548;23.3
01.01.2022 4:50;11016.33301;4.48498;38.07344;7;14.8;65.2;90;41.1;10043;-7.9;847.70001;7279;8560;23.3
01.01.2022 5:00;10994.27734;4.48498;38.07344;7;14;65.5;90.1;41.1;10039;-7.8;847.79999;7292;8544;23.3
01.01.2022 5:10;11213.63867;4.48498;38.07344;7;11.8;70.3;88.2;42;10028;-8.3;847;7407;8723;23.3
01.01.2022 5:20;11215.42676;4.48498;38.07344;6.9;12.1;69.9;88.6;42;10027;-8.4;847.20001;7400;8714;23.3
01.01.2022 5:30;11206.48535;4.48498;38.07344;7;12.2;69.6;88.9;42;10038;-8.6;847.20001;7412;8707;23.3
01.01.2022 5:40;11223.17578;4.48498;38.07344;7;12.4;69.8;88.4;42;10018;-8.6;847.20001;7412;8721;23.3
01.01.2022 5:50;11224.36816;4.48498;38.07344;7;12.5;69.4;88.9;42;10025;-8.7;847.40002;7401;8711;23.3
01.01.2022 6:00;11535.52734;4.48498;38.07344;0;3.5;75.2;87.1;44.1;10028;-8.9;846.5;7642;8947;9.8
01.01.2022 6:10;11537.91113;4.48498;38.07344;0;2.7;75.1;87.9;44.1;10035;-9;847.09998;7660;8965;9.8
01.01.2022 6:20;11532.54688;4.48498;38.07344;0;3.3;75.1;87;44;10014;-8.9;845.40002;7676;8972;9.9
01.01.2022 6:30;11540.8916;4.48498;38.07344;0;3.6;75.7;87.2;44;10016;-8.8;845.29999;7652;8957;9.9
01.01.2022 6:40;11954.57813;4.48498;38.07344;0;2.3;78.4;89.5;45.8;10096;-9.2;856.70001;7945;9103;-0.4
01.01.2022 6:50;12087.50586;4.48498;38.07344;0;2.3;79.2;90;46.6;10121;-9.1;860.09998;8014;9149;-0.4
01.01.2022 7:00;12044.58789;4.48498;38.07344;0;2.2;79.7;90;46.6;10116;-8.5;860.70001;8005;9138;-0.4
01.01.2022 7:10;12052.93262;4.48498;38.07344;0;2.1;79.7;89.3;46.6;10108;-8.8;859;8014;9142;-0.4
01.01.2022 7:20;12056.50977;4.48498;38.07344;0;2.3;79.4;89.6;46.2;10119;-9.2;858.90002;8001;9157;-0.4
01.01.2022 7:30;12048.16406;4.48498;38.07344;0;2.1;79.5;89.9;46.6;10115;-9.1;861.20001;8016;9134;-0.4
01.01.2022 7:40;11928.94629;4.48498;38.07344;0;2.2;78.7;88.7;46.1;10063;-9;855.40002;7941;9140;-0.4
01.01.2022 7:50;12020.14844;4.48498;38.07344;0;2.2;79.5;89.4;46.4;10096;-8.9;860.20001;8015;9150;-0.4
01.01.2022 8:00;12043.39551;4.48498;38.07344;0;2.1;79.7;89.8;46.4;10109;-8.9;860.70001;8009;9149;-0.4
01.01.2022 8:10;11964.71191;4.48498;38.34048;-0.1;2.2;79.1;89.4;46.4;10092;-8.9;858.20001;7996;9131;-0.4
01.01.2022 8:20;12051.74121;4.48498;38.34048;0;2.1;79.1;90.1;46.4;10118;-9.2;862.09998;7999;9128;-0.4
01.01.2022 8:30;12046.37598;4.48498;38.0639;0;2.3;79.1;90.4;46.4;10118;-9.5;860.29999;8019;9150;-0.4
01.01.2022 8:40;12047.56836;4.48498;38.0639;0;2.3;79.3;90;46.4;10112;-9.2;859.90002;7994;9148;-0.4
01.01.2022 8:50;12041.60742;4.48498;38.0639;0;2.3;78.9;90.4;46.4;10117;-9.5;859.90002;8012;9143;-0.4
01.01.2022 9:00;12042.7998;4.48498;38.0639;0;2.4;78.7;90.6;46.4;10122;-9.6;859.5;8005;9156;-0.4
01.01.2022 9:10;12043.99121;4.48498;38.34048;0;2.4;78.7;90.1;46.4;10113;-9.6;859.5;8012;9146;-0.4
01.01.2022 9:20;12067.23926;4.48498;38.34048;0;2.4;78.6;90.5;46.4;10118;-9.7;859.5;8003;9130;-0.4
01.01.2022 9:30;12050.54883;4.48498;38.34048;-0.1;2.2;79.2;89.8;46.4;10109;-9.2;859.09998;8003;9134;-0.4
01.01.2022 9:40;12047.56836;4.48498;38.34048;-0.1;2.4;79.2;89.6;46.4;10096;-9.4;859.20001;8009;9163;-0.4
01.01.2022 9:50;12015.37891;4.48498;38.0639;0;2.3;78.8;89.8;46.4;10103;-9.5;859.09998;7997;9147;-0.4
01.01.2022 10:00;12048.76074;4.48498;38.0639;-0.1;2.2;79.2;89.6;46.4;10115;-9.2;859.40002;7998;9146;-0.4
01.01.2022 10:10;12029.68555;4.48498;38.0639;0;2.2;79.2;90.1;46.4;10109;-8.9;861.20001;8023;9135;-0.4
01.01.2022 10:20;12043.99121;4.48498;38.0639;-0.1;2;79.9;90.2;46.4;10112;-8.4;860;8014;9124;-0.4
01.01.2022 10:30;12036.24219;4.48498;38.0639;-0.1;2;79.5;89.4;46.4;10110;-8.5;860.20001;8025;9133;-0.4
01.01.2022 10:40;12029.68555;4.48498;38.0639;-0.1;2;79.9;89.6;46.4;10114;-8.5;859.40002;8017;9144;-0.4
01.01.2022 10:50;12038.03027;4.48498;38.0639;-0.1;2;79.5;90;46.4;10121;-8.9;859.29999;7996;9139;-0.4
01.01.2022 11:00;12043.39551;4.48498;38.0639;-0.1;2.1;79.5;89.6;46.4;10110;-8.7;858.90002;8011;9150;-0.4
01.01.2022 11:10;12038.62695;4.48498;38.0639;-0.1;1.9;79.9;89.4;46.4;10104;-8.4;860.90002;8002;9134;-0.4
01.01.2022 11:20;12046.97168;4.48498;38.0639;-0.1;2;79.5;90.2;46.4;10128;-8.6;861.29999;8008;9133;-0.4
01.01.2022 11:30;12016.57129;4.48498;38.0639;-0.1;2.1;79.7;89.5;46.7;10108;-8.7;859.79999;8005;9142;-0.4
01.01.2022 11:40;12142.94238;4.48498;38.0639;0;2;80.2;91.4;47.1;10157;-8.8;864.59998;8061;9145;-0.4
01.01.2022 11:50;12047.56836;4.48498;38.33095;0;2.1;79.8;89.2;46.7;10107;-8.7;860.79999;8049;9145;-0.4
01.01.2022 12:00;12042.20313;4.48498;38.04483;0;2.1;79.4;90;46.7;10118;-8.7;860.09998;8005;9142;-0.4
01.01.2022 12:10;12042.20313;4.48498;38.04483;-0.1;2;79.5;89.7;46.5;10113;-8.7;860.29999;8017;9144;-0.4
01.01.2022 12:20;12062.4707;4.48498;38.04483;-0.1;2;79.5;90;46.5;10138;-8.5;861.09998;8006;9113;-0.4
01.01.2022 12:30;12053.5293;4.48498;38.04483;-0.1;2;79.9;90;46.5;10117;-8.4;861.5;8024;9117;-0.4
01.01.2022 12:40;12049.95215;4.48498;38.04483;0;2;79.9;89.5;46.5;10103;-8.3;859.40002;8005;9144;-0.4
01.01.2022 12:50;12052.93262;4.48498;38.04483;-0.1;2;79.6;90.2;46.5;10120;-8.6;860.90002;8026;9111;-0.4
01.01.2022 13:00;12054.72168;4.48498;38.31187;-0.1;2.1;79.6;90.1;46.5;10130;-8.8;861.20001;8003;9133;-0.4
01.01.2022 13:10;12063.66211;4.48498;38.31187;0;1.9;79.9;90.5;46.5;10127;-8.4;861.29999;8008;9127;-0.4
01.01.2022 13:20;11934.31152;4.48498;38.03529;-0.1;2;79;89;46.1;10093;-8.6;857.59998;7945;9118;-0.4
01.01.2022 13:30;11936.09961;4.48498;38.30234;-0.1;1.9;79.2;88.6;46.1;10083;-8;856.90002;7937;9110;-0.4
01.01.2022 13:40;11931.33105;4.48498;38.30234;0;1.8;79.3;88.9;46.1;10097;-8.2;855.90002;7940;9114;-0.4
01.01.2022 13:50;11751.90723;4.48498;38.30234;0;2.4;77.8;87.9;45.3;10047;-8.6;852;7813;9065;-0.4
01.01.2022 14:00;11682.16504;4.48498;38.02575;0;3.1;77.7;86.9;44.8;10030;-8;848.5;7755;9035;-0.4
01.01.2022 14:10;11537.31543;4.48498;38.2928;0;2.5;77.1;87.6;44.3;10019;-8;846.40002;7709;9007;-0.2
01.01.2022 14:20;11365.6416;4.48498;38.2928;4;4.6;75.6;86.6;42.9;10014;-7.3;844.29999;7522;8847;15.7
01.01.2022 14:30;11342.99023;4.48498;38.2928;2.5;4.1;75.7;87;43;10018;-7.5;846.09998;7552;8878;14
01.01.2022 14:50;10826.77637;4.48498;38.2928;7;15.9;63.1;90.4;40.1;10045;-6.4;846;7169;8410;23.4
01.01.2022 15:00;10795.18359;4.48498;38.2928;7.1;15.8;63;90.3;40.1;10046;-6.5;847.70001;7158;8396;23.4
01.01.2022 15:10;10715.9043;4.48498;38.2928;7;17;61.8;90.6;39.5;10048;-6.1;847.70001;7106;8334;23.4
01.01.2022 23:50;10823.2002;4.48498;38.2928;7.1;15.7;64.4;90.8;40;10066;-6.4;846.09998;7164;8385;23.4
02.01.2022 0:00;10914.99805;4.48498;38.2928;7.1;15;71.6;88.2;40.6;10048;-5;845.70001;7203;8492;23.5
02.01.2022 0:10;11032.42773;4.48498;38.2928;7.1;14.4;73.1;88.2;40.9;10050;-5.3;845.70001;7276;8562;23.5
02.01.2022 0:20;11013.94824;4.48498;38.2928;7.1;13.8;72.6;87.5;41;10037;-5.5;845.59998;7279;8578;23.5
02.01.2022 0:30;11110.51563;4.48498;38.2928;7.1;13.2;76.6;86.2;41.6;10031;-5.1;845.59998;7328;8650;23.5
02.01.2022 0:40;11242.84668;4.48498;38.2928;7.1;7.4;79.6;85.2;42.2;10031;-5;843.90002;7387;8726;23.4
02.01.2022 0:50;11189.19922;4.48498;38.2928;7;10.7;77.2;86.8;41.9;10052;-5.8;843.90002;7369;8726;23.4
02.01.2022 1:00;11360.87305;4.48498;38.2928;2.3;3.3;77.1;86.2;43;10043;-6.7;843.90002;7510;8834;13.7
02.01.2022 1:10;11432.40332;4.48498;38.2928;0;2.3;77.1;87;43.4;10057;-7.1;843.90002;7575;8889;9.9
02.01.2022 1:20;11525.39355;4.48498;38.2928;0;1.6;77.9;87.7;43.8;10076;-7.3;845.79999;7660;8933;9.9
02.01.2022 1:30;11632.68945;4.48498;38.2928;0;1.5;78.2;88;44.2;10088;-7.3;849.5;7711;8951;9.9
02.01.2022 1:40;11805.55566;4.48498;38.2928;0;1.4;79.5;88.8;45.1;10136;-7.1;855.90002;7797;8984;-0.4
02.01.2022 1:50;11788.86523;4.48498;38.2928;0;1.2;80;87.9;45.1;10109;-6.7;853.79999;7815;8997;-0.4
02.01.2022 2:00;11829.39941;4.48498;38.56939;0;1.3;82.6;87.2;45.5;10103;-6.1;855.5;7856;9025;-0.4
02.01.2022 2:10;11930.13867;4.48498;38.2928;0;1.2;87.1;87.3;46;10122;-4.9;860.70001;7935;9067;-0.4
02.01.2022 2:20;11948.61719;4.48498;38.2928;-0.1;2;92.2;85.4;46;10129;-3.7;860.79999;7946;9066;-0.4
02.01.2022 2:30;11983.19043;4.48498;38.2928;-0.1;2;95.7;84.4;46;10135;-2.9;862.59998;7947;9067;-0.4
02.01.2022 2:40;11933.71484;4.48498;37.99714;0;2;95.4;84.5;46;10135;-2.9;860.90002;7951;9056;-0.4
02.01.2022 2:50;12041.60742;4.48498;37.99714;0;1.4;93.1;85.1;46.4;10160;-3.8;863.09998;7993;9089;-0.4
02.01.2022 3:00;12058.29785;4.48498;37.99714;-0.1;1.2;87.1;89.1;46.4;10189;-5.3;866.40002;8004;9059;-0.4
02.01.2022 3:10;12032.66602;4.48498;38.26419;0;1.2;86.6;88.8;46.4;10178;-5.4;864.40002;8001;9060;-0.4
02.01.2022 3:20;12042.7998;4.48498;38.26419;0;1.2;82.4;90.6;46.4;10190;-6.6;864.5;8022;9043;-0.4
02.01.2022 3:30;12035.64648;4.48498;38.26419;-0.1;1.2;82.1;90.4;46.4;10169;-6.7;864.5;8006;9053;-0.4
02.01.2022 3:40;12028.49316;4.48498;38.26419;0;1.2;82.1;89.4;46.4;10149;-6.6;862.09998;7982;9078;-0.4
02.01.2022 3:50;12041.01074;4.48498;38.26419;0;1.2;83.7;89.7;46.4;10179;-6.1;864.29999;7999;9053;-0.4
02.01.2022 4:00;12058.89355;4.48498;38.54077;0;1.2;84.5;89.2;46.4;10178;-6;866.20001;7983;9059;-0.4
02.01.2022 4:10;12040.41504;4.48498;38.26419;0;1.2;87.6;89.1;46.4;10163;-5.2;865.40002;8002;9039;-0.4
02.01.2022 4:20;12052.93262;4.48498;38.26419;0;1.2;92;87;46.4;10166;-4;864.79999;8020;9068;-0.4
02.01.2022 4:30;12057.70215;4.48498;37.9876;0;1.2;95.4;85.5;46.4;10169;-3;866.5;8034;9067;-0.4
02.01.2022 4:40;12035.0498;4.48498;37.9876;0;1.2;87.5;88.4;46.4;10183;-5.2;863.90002;7999;9054;-0.4
02.01.2022 4:50;12045.18359;4.48498;37.9876;0;1.2;91.2;87.3;46.4;10159;-4.3;865.90002;8020;9068;-0.4
02.01.2022 5:00;12020.74414;4.48498;37.9876;0;1.2;90.3;87.7;46.3;10148;-4.4;864.90002;8003;9050;-0.4
02.01.2022 5:10;12046.97168;4.48498;37.9876;0;1.2;89.6;88.2;46.3;10187;-4.5;865.90002;8025;9057;-0.4
02.01.2022 5:20;12040.41504;4.48498;37.9876;0;1.2;89;88.4;46.7;10196;-4.8;865.90002;8001;9047;-0.4
02.01.2022 5:30;12036.24219;4.48498;37.9876;0;1.2;90.9;86.8;46.3;10160;-4.3;864.79999;8020;9045;-0.4
02.01.2022 5:40;12040.41504;4.48498;37.9876;-0.1;1.2;92.6;87;46.7;10162;-3.9;866.79999;8018;9057;-0.4
02.01.2022 5:50;12026.10938;4.48498;37.9876;-0.1;1.2;94;85.8;46.7;10159;-3.4;865.09998;8011;9082;-0.4
02.01.2022 6:00;12008.82227;4.48498;37.9876;-0.1;1.2;95.6;86.1;46.3;10178;-3;866.79999;8007;9050;-0.4
02.01.2022 6:10;11676.80078;4.48498;37.9876;0;1.8;88.5;86;45.1;10117;-4.1;855.09998;7767;8969;-0.4
02.01.2022 6:20;11458.03516;4.48498;38.25465;0;3.2;84.5;84.9;43.9;10063;-4.5;848.90002;7620;8892;-0.4
02.01.2022 6:30;11145.68457;4.48498;38.23557;5.7;5.5;81.8;84.2;42;10033;-3.9;843.09998;7366;8725;17.6
02.01.2022 6:40;10785.64648;4.48498;37.94945;7;13.4;74.1;86;40.2;10049;-3.6;844.79999;7170;8459;23.3
02.01.2022 6:50;10561.5166;4.48498;37.94945;7;16.1;70.3;87.5;38.9;10048;-2.5;843;7005;8273;23.3
02.01.2022 9:00;10718.28809;4.48498;37.94945;7;15.9;61.7;91.5;39.7;10075;-6.9;844.29999;7117;8339;23.4
02.01.2022 12:30;11016.33301;4.48498;38.2165;7.1;13.7;70.5;89.3;41;10066;-6.3;846.79999;7286;8537;23.4
02.01.2022 12:40;11310.80176;4.48498;38.2165;1.1;2.9;76.8;86.5;43;10039;-6.9;843.40002;7500;8830;11.8
02.01.2022 12:50;11651.76465;4.48498;38.2165;0;1.5;79;87.7;44.8;10085;-7;851.5;7756;8984;-0.4
02.01.2022 13:00;12083.92969;4.48498;38.2165;0;1.5;81;91.9;46.5;10213;-7.6;866.5;8029;9055;-0.4
02.01.2022 13:10;11925.96582;4.48498;38.2165;0;1.7;79.8;90.8;46.1;10157;-7.8;860.70001;7940;9027;-0.4
02.01.2022 13:20;11980.20996;4.48498;38.2165;0;1.6;80.2;91.5;46.1;10180;-8;863;7971;9031;-0.4
02.01.2022 13:30;11709.58496;4.48498;38.2165;0;1.9;78;88.8;45.2;10090;-8.3;851;7772;9004;-0.4
02.01.2022 13:40;11680.37695;4.48498;38.2165;0;1.9;78;89.3;45.2;10099;-8.3;851;7753;8992;-0.3
02.01.2022 13:50;11483.07129;4.48498;38.2165;-0.1;2.3;77.1;87.7;44;10050;-8.1;845;7650;8937;-0.4
02.01.2022 14:00;11459.22754;4.48498;38.2165;0;2.5;77.1;86.8;44;10049;-7.9;845;7603;8933;-0.4
02.01.2022 14:10;11525.39355;4.48498;38.2165;-0.1;1.9;76.3;88.5;44;10082;-8.3;847.40002;7644;8902;9.9
02.01.2022 14:20;11496.78125;4.48498;38.2165;0;1.9;76.7;88.2;44;10077;-8.1;847.29999;7631;8918;9.9
02.01.2022 14:30;11331.06836;4.48498;38.2165;1.7;2.9;74.9;87.7;43.2;10030;-8.2;843.29999;7477;8853;12.8
02.01.2022 14:40;11332.26074;4.48498;38.2165;3;3.2;75.1;87.6;43.1;10043;-8.1;843.29999;7496;8834;14.5
02.01.2022 14:50;11329.28027;4.48498;38.2165;3.2;2.9;75.1;87.4;43;10054;-7.9;843.40002;7488;8825;14.8
02.01.2022 15:00;11338.81738;4.48498;38.2165;4.2;2.9;74.6;88;43;10061;-8.5;843.40002;7508;8844;15.9
02.01.2022 15:10;11193.37207;4.48498;38.2165;7;11.1;72.7;88.7;41.9;10055;-8;845.40002;7402;8693;23.3
02.01.2022 15:20;10982.35547;4.48498;38.2165;7;13.9;67.6;90.3;41.1;10065;-7.7;845.40002;7257;8539;23.3
02.01.2022 15:30;10980.56738;4.48498;38.2165;7;13.2;67.6;90;41.1;10060;-7.8;845.40002;7263;8532;23.3
02.01.2022 15:40;10789.81934;4.48498;38.2165;7;15.6;62.1;91.3;40;10066;-7.4;845.40002;7134;8370;23.3
02.01.2022 15:50;10779.68555;4.48498;38.2165;7;15.1;62.8;91.1;40;10072;-7.2;845.40002;7147;8371;23.3
02.01.2022 23:20;10616.95313;4.53028;38.50262;7.1;16.2;60.3;90.4;39.1;10040;-5.9;847.40002;7028;8230;23.4
02.01.2022 23:30;10708.75098;4.53028;38.2165;7.1;14.7;62.1;89.8;39.4;10044;-6.3;846;7086;8305;23.4
02.01.2022 23:40;10703.38574;4.53028;38.2165;7.1;15;59.4;91;39.4;10060;-7.5;846;7069;8309;23.4
02.01.2022 23:50;10886.38574;4.53028;38.49308;7;12.8;65.1;89.3;40.6;10034;-7.6;846.09998;7203;8452;23.4
03.01.2022 0:00;10983.54785;4.53028;38.49308;7;12.6;69.1;88.1;40.9;10038;-6.6;847.79999;7248;8520;23.4
03.01.2022 0:10;10981.16406;4.53028;38.49308;7;11.9;68.2;88.4;41;10037;-7.1;845.90002;7252;8521;23.4
03.01.2022 0:20;10992.48926;4.53028;38.49308;7;12.5;68.1;88.4;41;10035;-7.4;845.59998;7257;8544;23.4
03.01.2022 0:30;11097.40137;4.53028;38.49308;7;11.3;69.8;88.7;41.6;10041;-7.9;847.40002;7327;8581;23.4
03.01.2022 0:40;11086.0752;4.53028;38.2165;7;11.6;69;89;41.6;10053;-8.3;847.29999;7329;8605;23.4
03.01.2022 0:50;11327.49219;4.53028;38.2165;0;3.5;74.7;86.6;42.9;10022;-8.2;845.29999;7499;8813;10.1
03.01.2022 1:00;11322.72266;4.53028;38.49308;0;3.4;74.7;86.4;42.9;10023;-8.3;843.40002;7482;8841;10.4
03.01.2022 1:10;11438.96094;4.53028;38.20696;0;2.2;76.1;87.1;43.7;10053;-7.6;848.70001;7553;8846;9.8
03.01.2022 1:20;11475.91797;4.53028;38.49308;0;2.5;77.2;87.1;44.1;10047;-7.3;848.40002;7613;8880;-0.3
03.01.2022 1:30;11596.32813;4.53028;38.20696;0;1.4;78.2;87.8;44.5;10078;-7.3;852.59998;7678;8920;-0.3
03.01.2022 1:40;11605.86523;4.53028;37.92084;0;1.8;77.7;88.3;44.5;10080;-7.7;852.5;7703;8929;-0.3
03.01.2022 1:50;11705.41309;4.53028;37.92084;0;1.5;78.4;88.2;44.9;10093;-7.7;856.29999;7769;8940;-0.3
03.01.2022 2:00;11801.97949;4.53028;37.92084;0;1.5;79.5;89.2;45.4;10129;-7.4;861.5;7848;8958;-0.3
03.01.2022 2:10;11899.73828;4.48498;37.92084;0;1.5;79.6;88.8;45.8;10136;-7.3;861.5;7881;8995;-0.3
03.01.2022 2:20;11976.03711;4.48498;38.18789;0;1.4;80.1;90.2;46.2;10174;-7.3;866.79999;7953;8984;-0.3
03.01.2022 2:30;11936.09961;4.48498;38.17835;0;1.3;80.2;90.1;45.8;10157;-7.2;865.20001;7936;8986;-0.3
03.01.2022 2:40;11975.44141;4.48498;38.17835;-0.1;1.4;80.2;90.5;46.2;10167;-7.1;866.70001;7954;8979;-0.4
03.01.2022 2:50;11939.67578;4.48498;37.90176;0;1.5;80.3;90.3;46.2;10169;-7.6;866.40002;7947;8993;-0.4
03.01.2022 3:00;12001.66895;4.48498;38.17835;0;1.5;80.7;90.4;46.2;10171;-7.5;866.40002;8003;9029;-0.4
03.01.2022 3:10;12054.125;4.48498;38.17835;0;1.8;79.8;91.4;46.6;10179;-8.5;866.20001;8006;9018;-0.4
03.01.2022 3:20;12039.22266;4.48498;38.17835;0;1.7;80;90.9;46.6;10166;-8.3;866.20001;8006;9063;-0.3
03.01.2022 3:30;12021.33984;4.48498;38.17835;-0.1;1.8;79.5;91.2;46.2;10175;-8.4;866.09998;7996;9026;-0.4
03.01.2022 3:40;12030.28125;4.48498;38.45493;-0.1;1.7;80.7;90.5;46.3;10160;-7.8;865.70001;8007;9056;-0.4
03.01.2022 3:50;12030.28125;4.48498;38.45493;-0.1;1.9;79.5;91.4;46.3;10179;-8.9;865.40002;8013;9029;-0.3
03.01.2022 4:00;12014.7832;4.48498;38.43586;0;1.7;80;90.6;46.3;10166;-7.8;865.40002;7993;9024;-0.4
03.01.2022 4:10;12047.56836;4.48498;38.15928;0;1.9;80;91;46.3;10173;-8.6;866.70001;8001;9053;-0.3
03.01.2022 4:20;11993.32422;4.48498;38.17835;0;1.6;80;90.5;46.3;10167;-8.2;866.70001;7978;9004;-0.3
03.01.2022 4:30;12004.64941;4.48498;38.17835;0;1.6;80.1;90.5;46.3;10171;-7.9;866.59998;8000;9005;-0.3
03.01.2022 4:40;11993.32422;4.48498;38.17835;0;1.6;80.3;90.4;46.3;10158;-7.4;864.79999;7979;8992;-0.3
03.01.2022 4:50;11949.80957;4.48498;38.17835;0;1.4;80.2;90.4;46.3;10158;-7;866.79999;7938;8974;-0.4
03.01.2022 5:00;12052.93262;4.48498;38.46447;-0.1;1.7;80.2;90;46.3;10158;-7.9;864.79999;7972;9007;-0.3
03.01.2022 5:10;11719.71875;4.48498;38.18789;0;1.7;78.4;88.8;45.1;10101;-7.8;857;7802;8935;-0.4
03.01.2022 5:20;11311.99316;4.48498;38.18789;1.6;3.6;75.1;86.2;43.1;10025;-7.9;844.70001;7477;8804;9.3
03.01.2022 5:30;10874.46387;4.48498;38.18789;7;12.7;64.5;90;40.6;10060;-7.9;846.59998;7201;8469;23.3
03.01.2022 9:40;10614.56836;4.48498;38.4454;7.3;16.1;58.5;91.2;39;10054;-6.8;847.90002;7040;8235;23.5
03.01.2022 9:50;10608.60742;4.48498;38.4454;7.3;15.9;58.4;91.3;39;10041;-6.8;846;7021;8252;23.7
03.01.2022 10:00;10600.2627;4.48498;38.4454;7.3;16;58.1;91.3;39;10049;-6.9;847.70001;7029;8234;23.9
03.01.2022 10:10;10608.60742;4.48498;38.16881;7.3;16.1;58.3;91.1;38.9;10045;-7;847.70001;7030;8229;23.9
03.01.2022 12:30;11012.75684;4.48498;38.48355;7.1;13.2;65.2;90.5;41;10032;-8.8;847.70001;7280;8532;23.5
03.01.2022 12:40;11367.42969;4.48498;38.48355;0;3.1;73.3;87.9;43.1;10016;-9.4;846;7540;8862;10
03.01.2022 12:50;11523.60547;4.48498;38.19743;-0.1;2.9;75.3;87.6;43.9;10025;-9.6;845.90002;7644;8943;-0.3
03.01.2022 13:00;12095.85156;4.48498;38.19743;0;2.2;79.1;91.4;46.5;10166;-9.7;865;8014;9084;-0.3
03.01.2022 13:10;12050.54883;4.48498;38.19743;0;2.2;79.2;90.8;46.5;10140;-9.3;864.79999;8018;9094;-0.3
03.01.2022 13:20;12063.06641;4.48498;38.19743;-0.1;2.2;78.9;90.9;46.3;10150;-9.6;862.79999;8018;9092;-0.3
03.01.2022 13:30;11915.83203;4.48498;38.19743;0;2.5;77.8;89.8;45.9;10101;-10.1;858.90002;7925;9070;-0.3
03.01.2022 13:40;11958.1543;4.48498;38.19743;0;2.4;78.1;90.2;45.9;10120;-9.5;860.79999;7959;9050;-0.3
03.01.2022 13:50;11934.90723;4.48498;38.19743;0;2.3;78.1;90.5;45.9;10129;-9.7;860.90002;7944;9063;-0.3
03.01.2022 14:00;11928.35059;4.48498;38.19743;0;2.4;78.1;90.1;45.9;10118;-9.4;861.20001;7939;9062;-0.3
03.01.2022 14:10;11733.42871;4.48498;38.19743;0;2.3;77.1;88;45.1;10056;-9.1;853.59998;7799;9018;-0.3
03.01.2022 14:20;11508.10742;4.48498;38.19743;0;3.1;75.3;87.3;43.9;10024;-9.2;845.79999;7628;8950;-0.3
03.01.2022 14:30;11487.83984;4.48498;38.19743;0;3.2;75.7;87.1;43.9;10017;-9.1;844.79999;7623;8939;-0.2
03.01.2022 14:40;11348.95117;4.48498;38.47401;2.2;3.1;73.1;88.3;43;10036;-9.3;845;7523;8831;13.6
03.01.2022 14:50;11359.68066;4.48498;38.47401;2.6;3.4;73.1;87.8;43.2;10031;-9.4;845.70001;7524;8838;14.1
03.01.2022 15:00;11172.50879;4.48498;38.19743;7.1;7.9;70.2;89.1;42.1;10041;-9;847.40002;7421;8692;23.4
03.01.2022 15:10;11208.87012;4.48498;38.48355;7.1;7.9;71.5;88.3;42.1;10020;-8.5;847.5;7412;8698;23.4
03.01.2022 15:20;11015.14063;4.48498;38.48355;7.1;13;64.8;89.9;41;10046;-8.7;847.90002;7268;8520;23.4
03.01.2022 15:30;10809.49023;4.48498;38.48355;7.1;14.9;60.1;91.2;39.9;10040;-8.4;847.90002;7143;8393;23.4
04.01.2022 0:30;11064.61621;4.48498;38.48355;7.2;13.9;52.1;93.9;41;10042;-14.7;851.5;7316;8573;23.6
04.01.2022 0:40;11294.70703;4.48498;38.48355;7.2;12.6;58.9;93.5;42.2;10012;-14.9;850.20001;7435;8702;23.6
04.01.2022 0:50;11425.84668;4.48498;38.48355;7.1;6.3;62.9;92.2;43.1;10011;-14.8;849.09998;7591;8885;23.1
04.01.2022 1:10;11690.51074;4.48498;38.48355;0;3.6;72.1;90.3;44.7;10045;-12;851.09998;7733;9004;10
04.01.2022 1:20;11667.2627;4.48498;38.48355;0;3.9;71.6;90.1;44.6;10020;-13.2;849.70001;7744;9013;10
04.01.2022 1:30;11781.71191;4.48498;38.48355;0;4.2;72.3;89.9;45;10017;-13.6;848.70001;7825;9096;8.4
04.01.2022 1:40;11902.71875;4.48498;38.48355;0;4.1;72.1;91.4;45.4;10049;-14.7;852.90002;7891;9130;9.7
04.01.2022 1:50;12071.41211;4.48498;38.48355;-0.1;3.5;73.6;92.5;46.2;10106;-14.1;859.5;7978;9127;8.9
04.01.2022 2:00;12098.23535;4.48498;38.20696;-0.1;3.5;74.1;93.2;46.6;10109;-14.5;861.09998;8039;9168;9.3
